id,name,company,raw_source,website,mode,contact_email,draft_status,send_status,address,profession,phone,draft_body
b5ac02ca-fa72-431c-b92f-339a5b136114,Dr Ishan Gupta,Apollo 24|7,Search Grounding,apollo247.com,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana",Pulmonology Respiratory Medicine Specialist,,
b8440ce6-a8ab-44d7-8093-da09463241a6,Dr Rajendra Pal Midha,Apollo 24|7,Search Grounding,apollo247.com,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana",General Physician/ Internal Medicine Specialist,,
f4d5d782-6c32-45a9-af61-08228c2c0ffd,Dr. Jaisom Chopra,Apollo 24|7,Search Grounding,apollo247.com,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana",,,
6299e31c-3ffc-4d2e-b78b-fb060961c3a0,Dr. Pradeep Champawat,Apollo 24|7,Search Grounding,apollo247.com,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana",,,
6297f364-9444-4098-9f82-15708ae2d4e8,Cloudnine Hospital,,Search Grounding,,BUSINESS_SALES,,PENDING,QUEUED,Gurgaon Sector 52,Multi-speciality Hospital,,
f1e73ea4-6987-439f-af3e-12460a98a63d,Manipal Hospital,,Search Grounding,,BUSINESS_SALES,,PENDING,QUEUED,Gurgaon,Multi-speciality Hospital,,
ab723213-15e0-4285-a1a0-33fe120824c7,Apollo Cradle,,Search Grounding,,BUSINESS_SALES,,PENDING,QUEUED,Gurgaon,Multi-speciality Hospital,,
a43302bf-3646-4881-93e9-bd4eb64caff7,Max Hospital,,Search Grounding,,BUSINESS_SALES,,PENDING,QUEUED,Gurgaon,Multi-speciality Hospital,,
de367b35-8f86-4eda-b837-b381641d2f92,Mayom Hospital,,Search Grounding,,BUSINESS_SALES,,PENDING,QUEUED,Gurgaon,Multi-speciality Hospital,,
2d17367a-9c40-4726-bcd9-a6d15441c8eb,Wellmed Hospitals,,Search Grounding,,BUSINESS_SALES,,PENDING,QUEUED,Gurgaon,Multi-speciality Hospital,,
161bc033-f097-48e0-81d8-e9e9dfbfa0c6,Sparsh- Orthopaedics and Sports Injury Centre,,Search Grounding,,BUSINESS_SALES,,PENDING,QUEUED,Gurgaon,Multi-speciality Hospital,,
978554a5-9710-42a2-b29e-8b6424c5508c,Swasthyam,,Search Grounding,,BUSINESS_SALES,,PENDING,QUEUED,Gurgaon,Multi-speciality Hospital,,
a0e4d489-f95a-4572-8278-643801b52a31,Dr. Shanti Swaroop Dhar,Max Hospital,Search Grounding,maxhealthcare.in,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana",Director - Gastroenterology,,
c1010035-5c3e-4965-9584-717943c55fe9,Dr. Ayush Dhingra,Max Hospital,Search Grounding,maxhealthcare.in,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana",Director - Gastroenterology,,
dea9e543-3f0e-4c4b-ae3a-42ce27404ce9,Dr. Khalid J Farooqui,Max Hospital,Search Grounding,maxhealthcare.in,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana",Director - Endocrinology & Diabetes,,
918c5eea-2328-4ba1-91c9-e4fa3f8657e3,Dr. Arun Kumar Gupta,Max Hospital,Search Grounding,maxhealthcare.in,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana",Director - Cardiac Sciences - Cardiology,,
0f27551d-091c-41d2-83ce-8a4845df412d,Dr. Alok Gupta,Max Hospital,Search Grounding,maxhealthcare.in,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana","Director- Institute of Minimal Access, Laparoscopic, Bariatric & Robotic Surgery",,
e2ea57ad-dfe3-4c28-bccc-383142a3cb6f,Dr. Ganesh Jevalikar,Max Hospital,Search Grounding,maxhealthcare.in,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana",Director - Paediatric Endocrinology,,
34f4bc2b-3e6e-4dca-8802-9939d634dc96,Dr. Shailesh Sahay,Max Hospital,Search Grounding,maxhealthcare.in,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana",Senior Director - Internal Medicine,,
c9407502-f980-4bee-b835-716c07901f24,Dr. Ashutosh Shukla,Max Hospital,Search Grounding,maxhealthcare.in,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana",Senior Director – Internal Medicine & Medical Advisor,,
36d7fc89-be35-49df-b29e-4fa376b49799,Dr. Chandeep Singh,Max Hospital,Search Grounding,maxhealthcare.in,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana",Senior Director - Musculoskeletal sciences and Othopaedics,,
848d8263-a2d1-44f8-8b2c-05ca92f3a0f0,Dr. Prateek Arora,Max Hospital,Search Grounding,maxhealthcare.in,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana",Director - Clinical lead - Wound Care & Paediatric Plastic Surgery,,
f44ddccb-05bc-43e8-b35f-65ae540af47a,Dr. Manisha Arora,Max Hospital,Search Grounding,maxhealthcare.in,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana","Director & Unit Head- Obstetrics And Gynaecology, Robotic Surgery, Gynaecologic Laparoscopy, High Risk Pregnancy Management",,
9babb170-0de0-45bd-9924-b3562ba6e524,Dr. Abhishek Deo,Max Hospital,Search Grounding,maxhealthcare.in,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana","Director - Gastroenterology, Hepatology & Endoscopy",,
22a17d81-9dfc-4cd9-bc72-6b606431ad2b,Dr. Vikas Gupta,Max Hospital,Search Grounding,maxhealthcare.in,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana",Principal Director - Max Institute of Musculoskeletal Sciences and Orthopaedics,,
2098eb05-9798-4bc8-abf0-c6b92be37cc3,Dr. Babita Jain,Max Hospital,Search Grounding,maxhealthcare.in,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana",Principal Director & HOD - Paediatrics (Ped),,
a27f57e5-61dc-418b-bbb2-a01a16efa0ec,Dr. Lokesh Kumar,Max Hospital,Search Grounding,maxhealthcare.in,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana","Principal Director and HOD - Aesthetic And Reconstructive Surgery, Hair Transplant",,
82c94d6e-5d0d-404c-a542-a7ad0b2593d8,Dr. Rohit Nayyar,Max Hospital,Search Grounding,maxhealthcare.in,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana",Principal Director - Surgical Oncology,,
b744f09b-337a-478c-b9a3-2aa560df70d3,Dr. Arun Saroha,Max Hospital,Search Grounding,maxhealthcare.in,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana","Principal Director & Unit Head - Neurosurgery, Neurosciences, Spine Surgery",,
c73be84d-b4e7-478a-babb-ce7f60e94aa1,Dr. Vishal Saxena,Max Hospital,Search Grounding,maxhealthcare.in,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana",Principal Director - Nephrology & Renal Transplant,,
b5af6141-ff97-477f-8b28-4a4ce593dbd5,Dr. Sandeep Budhiraja,Max Hospital,Search Grounding,maxhealthcare.in,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana",Group Chairman- Internal Medicine and Group Medical Director,,
a107165d-ec9e-49c9-926a-da71b18d1967,Dr. S.K.S. Marya,Max Hospital,Search Grounding,maxhealthcare.in,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana","Group Chairman & Chief Surgeon - Orthopaedics, Joints and Robotic Surgery, and Chief Advisor to Max Healthcare Institute Limited",,
af32de9c-297b-44f6-b5cd-74db9216502a,Dr. Ambrish Mithal,Max Hospital,Search Grounding,maxhealthcare.in,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana",Group Chairman - Endocrinology & Diabetology,,
6d5d4d4a-b9c0-429d-b8c4-b63bb9763c68,Dr. Balbir Singh,Max Hospital,Search Grounding,maxhealthcare.in,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana","Group Chairman - Cardiac Sciences, Pan Max & Chief of Interventional Cardiology and Electrophysiology, Max Saket",,
6e6ec409-5892-4cbe-898b-54312bb4f90e,Dr. Sunil Prakash,Max Hospital,Search Grounding,maxhealthcare.in,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana",Vice Chairman & HOD,,
b25025d8-cf1d-43cd-a5c6-b1ac6853c079,Dr. Vivek Raj,Max Hospital,Search Grounding,maxhealthcare.in,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana",Vice Chairman & HOD – Gastroenterology & Hepatology,,
ff965bac-b14a-4815-88a3-7177b7871046,Dr. Sanjiv Saigal,Max Hospital,Search Grounding,maxhealthcare.in,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana",Vice Chairman & Head - Hepatology & Liver Transplant Medicine,,
1b210c6d-80cf-41ef-8c6f-2bf589629ace,Dr. Vandana Soni,Max Hospital,Search Grounding,maxhealthcare.in,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana","Principal Director - Max Institute of Laparoscopic, Robotic and Bariatric Surgery",,
5d176098-3476-4888-992a-de1f9749d79e,Dr. Rayaz Ahmed,Max Hospital,Search Grounding,maxhealthcare.in,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana",Principal Director - Haematology and Bone Marrow Transplant,,
6b47085e-589b-406e-9fff-ff90b074a381,Dr. Manish Baijal,Max Hospital,Search Grounding,maxhealthcare.in,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana","Principal Director - Max Institute of Laparoscopic, Robotic and Bariatric Surgery",,
a68c245a-6c93-4f5c-ba16-57020537833c,Dr. Rajiv Dang,Max Hospital,Search Grounding,maxhealthcare.in,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana",Principal Director & HOD – Internal Medicine and Medical Director,,
1c417c75-790a-4a77-b909-4320f075d010,Dr. Ravinder Gera,Max Hospital,Search Grounding,maxhealthcare.in,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana",Principal Director & HOD - Department of ENT,,
338b7901-64e3-427d-905b-0167580c98d9,Dr. (Prof) Sumit Sinha,Max Hospital,Search Grounding,maxhealthcare.in,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana","Principal Director & Unit Head - Neurosurgery, Spine Surgery, Robotic Surgery",,
101589d0-c173-43fd-8c27-a0ca2a2f4092,Dr. Sandeep Batra,Max Hospital,Search Grounding,maxhealthcare.in,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana","Senior Director - Medical Oncology, Max Institute of Cancer Care, Uro-Oncology, Breast Cancer, Thoracic Oncology, Gynecologic Oncology, Gastrointestinal & Hepatobiliary Oncology",,
07a9c136-441a-4651-908e-79e4e7b016de,Dr. Bhavna Chaudhary,Max Hospital,Search Grounding,maxhealthcare.in,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana",Senior Director & Unit head - Obstetrics & Gynaecology,,
9400a8de-45f8-43df-a2eb-6bdd9bf2be63,Dr. Arvind M Das,Max Hospital,Search Grounding,maxhealthcare.in,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana",Principal Director and HOD - Cardiology,,
66b5d34a-c0e2-4d8f-a1dc-23bc10fe6000,Dr. Amitabh Parti,Fortis Hospital,Search Grounding,fortishealthcare.com,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana",SENIOR DIRECTOR & UNIT HEAD - INTERNAL MEDICINE,,
2ab80d3c-e963-4e97-a5a3-9f1a9d8fb5be,Dr. Satish Koul,Fortis Hospital,Search Grounding,fortishealthcare.com,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana",SENIOR DIRECTOR & UNIT HEAD - INTERNAL MEDICINE,,
72048fbc-4783-4e7e-ad29-b03302cce8b0,Dr. Rajiv Kumar Erry,Fortis Hospital,Search Grounding,fortishealthcare.com,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana",DIRECTOR & UNIT HEAD INTERNAL MEDICINE,,
dfa51909-f6e4-4224-9315-67e9e546ef2b,Dr. Raman Abhi,Fortis Hospital,Search Grounding,fortishealthcare.com,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana",DIRECTOR & UNIT HEAD INTERNAL MEDICINE,,
1d41b839-1d73-498d-bc56-3b60401695c7,Dr. Bela Sharma,Fortis Hospital,Search Grounding,fortishealthcare.com,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana",ADDITIONAL DIRECTOR INTERNAL MEDICINE,,
51896187-c14d-4030-88de-4a2aa1898383,Dr. Alka Kriplani,Paras Health,Search Grounding,parashospitals.com,BUSINESS_SALES,,PENDING,QUEUED,"Gurugram, Haryana",Chairperson - Obstetrics and Gynaecology,,
ed6cbd7e-ee73-4237-ba79-f063fc356f98,Dr. Deepak Sarin,Medanta,Search Grounding,medanta.org,BUSINESS_SALES,info@medanta.org,PENDING,QUEUED,"Gurugram, Haryana",Chairman - Cancer Care, +91-88-0000-1068,
29147fb0-9546-4a06-a7ca-35c5afa22ff4,Dr. Vikram Shah Batra,Doctors' Hub,Search Grounding,,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Dwarka Expressway",Specialist doctors,+91 7042985444,
2ff8eb13-32b3-4186-a76c-13acf6c69798,Dr. Mohan Kumar Singh,,Search Grounding,,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana","Internal medicine, diabetes management, and cardiology",,
1d77a393-7919-4435-8f72-3283d4b99602,Dr. Manoj Kumar,,Search Grounding,,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana",Internal medicine,,
f2cd3c4b-5cef-4b93-b5d2-f50dab7f7d62,Dr. Kritika Dhingra,,Search Grounding,,BUSINESS_SALES,,PENDING,QUEUED,"Gurugram, Haryana",general physician,,
281c1d41-b7c8-4d25-b093-5fb57c7fa93f,Dr. Vishwas Madhav Thakur,Omega Healthcare Solutions,Search Grounding,,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana",Senior General Physician,,
5122c99f-f0a4-4e44-b94f-57c1d17365c8,Artemis Hospital,Artemis Hospitals,Search Grounding,https://www.artemishospitals.com,BUSINESS_SALES,info@artemishospitals.com,PENDING,QUEUED,"Sector 51, Gurugram, Haryana 122001",Hospital,+91-124-4511111,
f99549b0-19b4-4e47-95f2-5f26bb064d32,Contact,Artemis Hospitals,Search Grounding,https://www.artemishospitals.com,BUSINESS_SALES,contactus@artemishospitals.com,PENDING,QUEUED,"Sector 51, Gurugram, Haryana 122001",Contact/Inquiries,+91-124-4511111,
f07bcb05-9cf7-403e-83b1-f3e40dd245c6,Fortis Hospital Gurgaon,Fortis Healthcare,Search Grounding,https://www.fortishealthcare.com,BUSINESS_SALES,feedback@fortishealthcare.com,PENDING,QUEUED,"Sector - 44, Opposite HUDA City Centre Gurgaon Haryana 122002 India",Hospital,9205 010 100,
332675dc-7e69-43c8-a6ad-da9ce1ba892f,Corporate Office,Fortis Healthcare,Search Grounding,https://www.fortishealthcare.com,BUSINESS_SALES,reachus@fortishealthcare.com,PENDING,QUEUED,"Tower A, Unitech Business Park, Block - F, South City 1, Sector - 41, Gurgaon, Haryana - 122001",Hospital Corporate,+91-124 4921021,
9c865b49-1767-410b-a31d-56a9b1f1fdb1,Investor Relations,Fortis Healthcare,Search Grounding,https://www.fortishealthcare.com,BUSINESS_SALES,investor.relations@fortishealthcare.com,PENDING,QUEUED,"Tower A, Unitech Business Park, Block - F, South City 1, Sector - 41, Gurgaon, Haryana - 122001",Hospital Corporate,+91-124 4921041,
96ffd948-2f02-4e72-b634-3167fd705a37,International Patient Services,Fortis Healthcare,Search Grounding,https://www.fortishealthcare.com,BUSINESS_SALES,ips@fortishealthcare.com,PENDING,QUEUED,"Tower A, Unitech Business Park, Block - F, South City 1, Sector - 41, Gurgaon, Haryana - 122001",Hospital Corporate,9205 010 100,
6b51bbf8-0f27-46bb-a050-93e8e9d9025d,Medanta – The Medicity Hospital,Medanta,Search Grounding,https://www.medanta.org/,BUSINESS_SALES,,PENDING,QUEUED,Sector - 38 Gurgaon Haryana 122001,Hospital,,
c70a882b-1813-411e-8715-181cef29a99b,Max Super Speciality Hospital,Max Healthcare,Search Grounding,https://www.maxhealthcare.in,BUSINESS_SALES,,PENDING,QUEUED,"B Block, Sushant Lok 1, Near Huda City Centre Gurgaon Haryana 122001 India",Hospital,,
de3736eb-5680-4e43-acc3-1039619b8b3a,Dr. Shailesh Sahay,"Max Hospital, Gurgaon",Search Grounding,https://www.maxhealthcare.in,BUSINESS_SALES,,PENDING,QUEUED,Gurgaon,"Senior Director, Internal Medicine",,
ffb35cc1-d047-4d28-98c2-5904787bf85a,Dr. Ashutosh Shukla,"Max Hospital, Gurgaon",Search Grounding,https://www.maxhealthcare.in,BUSINESS_SALES,,PENDING,QUEUED,Gurgaon,Senior Director – Internal Medicine & Medical Advisor,,
1178a907-0467-41f8-a190-0296e33d49a6,Dr. Chandeep Singh,"Max Hospital, Gurgaon",Search Grounding,https://www.maxhealthcare.in,BUSINESS_SALES,,PENDING,QUEUED,Gurgaon,Senior Director - Musculoskeletal sciences and Othopaedics,,
cf84da98-e769-4322-b970-ba3a857a6698,Manipal Hospital Gurgaon,Manipal Hospitals,Search Grounding,https://www.manipalhospitals.com,BUSINESS_SALES,,PENDING,QUEUED,Gurgaon,Hospital,,
49139d48-b504-4a71-9411-689a72a6ea2b,Cloudnine Hospital,Cloudnine,Search Grounding,https://www.cloudninecare.com/,BUSINESS_SALES,,PENDING,QUEUED,Gurgaon,Hospital,,
3270f82d-a75c-467e-8a00-14e57b15448a,Paras Hospitals,Paras Healthcare,Search Grounding,,BUSINESS_SALES,,PENDING,QUEUED,"Gurgaon, Haryana",Hospital,,
316dcb59-9385-4c42-989c-2856da9da43a,CK Birla Hospital,CK Birla Healthcare,Search Grounding,https://www.ckbirlahospitals.com/,BUSINESS_SALES,,PENDING,QUEUED,Gurgaon,Hospital,,
ed261f4c-a348-4e57-b971-bdca17871bfe,Indira IVF,Indira IVF,Search Grounding,https://www.indiraivf.com/,BUSINESS_SALES,,PENDING,QUEUED,"Gurugram Sec-14, Haryana",Fertility Clinic,30303030,
673033f8-dccf-4f33-8d35-07f62492301a,Dr. Nidhi Saluja,Indira IVF,Search Grounding,https://www.indiraivf.com/,BUSINESS_SALES,,PENDING,QUEUED,"Gurugram Sec-14, Haryana",Executive Director,,
6d837119-5a7c-4e35-aa78-9f7784f5b74c,Dr. Reenu Kanwar,Indira IVF,Search Grounding,https://www.indiraivf.com/,BUSINESS_SALES,,PENDING,QUEUED,Gurugram Sec-14,Gynaecologist & IVF Specialist,,
82873cce-2512-4c73-8f5a-25eb7f0b8903,Dr. Divyaasha Walia,Indira IVF,Search Grounding,https://www.indiraivf.com/,BUSINESS_SALES,,PENDING,QUEUED,Gurugram Sec-83,Gynaecologist & IVF Specialist,,
